Siruta,Localitate,Categorie dominanta
43019,Ciresu,Barbati_45-64
43073,Dudesti,Barbati_45-64
43117,Frecatei,Barbati_45-64
43180,Galbenu,Barbati_45-64
43242,Gemenele,Barbati_45-64
43279,Gradistea,Barbati_45-64
43313,Gropeni,Barbati_45-64
43331,Oras Ianca,Barbati_45-64
43411,Oras Insuratei,Barbati_45-64
43466,Jirlau,Barbati_45-64
43493,Marasu,Barbati_45-64
43563,Maxineni,Barbati_45-64
43625,Mircea Voda,Barbati_45-64
43652,Movila Miresii,Barbati_45-64
43698,Racovita,Barbati_45-64
43732,Ramnicelu,Barbati_45-64
43787,Romanu,Barbati_45-64
43812,Rosiori,Barbati_45-64
43867,Salcia Tudor,Barbati_45-64
43929,Scortaru Nou,Barbati_45-64
43992,Silistea,Barbati_45-64
44060,Stancuta,Barbati_45-64
44113,Surdila-Gaiseanca,Barbati_45-64
44140,Sutesti,Barbati_45-64
44177,Tichilesti,Barbati_45-64
44202,Traian,Barbati_45-64
44257,Tudor Vladimirescu,Barbati_45-64
44300,Tufesti,Barbati_45-64
44328,Ulmu,Barbati_45-64
44355,Unirea,Barbati_45-64
44391,Vadeni,Barbati_45-64
44435,Victoria,Barbati_45-64
44462,Visani,Barbati_45-64
44505,Viziru,Barbati_45-64
44532,Zavoaia,Barbati_45-64
44560,Cazasu,Barbati_45-64
44818,Municipiul Buzau,Femei_45-64
44845,Municipiul Ramnicu Sarat,Femei_45-64
44863,Amaru,Barbati_45-64
44934,Balta Alba,Barbati_45-64
44989,Balaceanu,Barbati_45-64
45003,Beceni,Femei_45-64
45101,Berca,Barbati_45-64
45245,Bisoca,Barbati_45-64
45334,Blajani,Femei_65_
45361,Boldu,Barbati_45-64
45389,Bozioru,Barbati_45-64
45496,Bradeanu,Barbati_45-64
45539,Braesti,Barbati_45-64
45619,Breaza,Barbati_45-64
45673,Buda,Barbati_45-64
45753,Calvini,Barbati_45-64
45815,C.a. Rosetti,Barbati_45-64
45888,Canesti,Femei_65_
45959,Catina,Barbati_45-64
46019,Cernatesti,Barbati_45-64
46108,Chiliile,Femei_65_
46180,Chiojdu,Barbati_45-64
46251,Cilibia,Barbati_45-64
46313,Cislau,Barbati_45-64
46377,Cochirleanca,Barbati_45-64
46439,Colti,Barbati_45-64
46484,Costesti,Barbati_45-64
46554,Cozieni,Barbati_45-64
46769,Galbinasi,Barbati_45-64
46803,Gheraseni,Barbati_45-64
46830,Ghergheasa,Barbati_45-64
46867,Glodeanu Sarat,Barbati_45-64
46910,Glodeanu-Silistea,Barbati_45-64
47006,Grebanu,Barbati_45-64
47079,Gura Teghii,Barbati_45-64
47159,Largu,Barbati_45-64
47186,Lopatari,Barbati_45-64
47300,Luciu,Barbati_45-64
47337,Magura,Barbati_45-64
47373,Maracineni,Barbati_45-64
47417,Margaritesti,Barbati_45-64
47453,Merei,Barbati_45-64
47578,Mihailesti,Barbati_45-64
47630,Manzalesti,Barbati_45-64
47774,Movila Banului,Barbati_45-64
47818,Murgesti,Femei_65_
47854,Naeni,Barbati_45-64
47916,Oras Nehoiu,Barbati_45-64
48021,Odaile,Barbati_45-64
48138,Padina,Barbati_45-64
48165,Pardosi,Barbati_65_
48227,Panatau,Barbati_45-64
48325,Oras Patarlagele,Barbati_45-64
48487,Pietroasele,Barbati_45-64
48557,Parscov,Barbati_45-64
48682,Podgoria,Barbati_45-64
48744,Oras Pogoanele,Barbati_45-64
48771,Posta Calnau,Barbati_45-64
48842,Puiesti,Barbati_45-64
48922,Racoviteni,Barbati_45-64
48968,Ramnicelu,Barbati_45-64
49019,Robeasca,Femei_65_
49046,Rusetu,Barbati_45-64
49073,Sageata,Barbati_45-64
49153,Sahateni,Barbati_45-64
49206,Sapoca,Barbati_45-64
49233,Sarulesti,Barbati_45-64
49313,Scortoasa,Barbati_45-64
49439,Scutelnici,Barbati_45-64
49484,Siriu,Femei_45-64
49545,Smeeni,Barbati_45-64
49625,Stalpu,Barbati_45-64
49643,Tisau,Barbati_45-64
49769,Topliceni,Barbati_45-64
49849,Tintesti,Barbati_45-64
49894,Ulmeni,Barbati_45-64
49956,Vadu Pasii,Barbati_45-64
50022,Valea Ramnicului,Barbati_45-64
50068,Valea Salciei,Barbati_45-64
50102,Vernesti,Barbati_45-64
50228,Vintila Voda,Barbati_45-64
50326,Viperesti,Barbati_45-64
50399,Valcelele,Femei_65_
50415,Zarnesti,Barbati_45-64
50479,Ziduri,Barbati_45-64
50549,Unguriu,Barbati_45-64
50564,Florica,Barbati_45-64
50790,Municipiul Resita,Barbati_45-64
50889,Oras Anina,Barbati_45-64
50923,Oras Baile Herculane,Barbati_45-64
50969,Oras Bocsa,Barbati_45-64
50987,Ocna De Fier,Barbati_45-64
51010,Municipiul Caransebes,Barbati_45-64
51056,Oras Moldova Noua,Barbati_45-64
51118,Oras Oravita,Barbati_45-64
51207,Oras Otelu Rosu,Barbati_45-64
51243,Armenis,Barbati_45-64
51305,Bania,Femei_45-64
51332,Bautar,Barbati_45-64
51387,Berliste,Barbati_45-64
51449,Berzasca,Barbati_45-64
51500,Berzovia,Barbati_45-64
51546,Bolvasnita,Barbati_45-64
51573,Bozovici,Barbati_45-64
51626,Brebu,Barbati_45-64
51662,Brebu Nou,Barbati_45-64
51699,Buchin,Barbati_45-64
51751,Bucosnita,Barbati_45-64
51804,Carasova,Barbati_45-64
51840,Carbunari,Barbati_45-64
51877,Constantin Daicoviciu,Barbati_45-64
51948,Ciclova Romana,Barbati_45-64
51984,Ciuchici,Barbati_45-64
52035,Ciudanovita,Barbati_45-64
52062,Copacele,Barbati_45-64
52115,Cornea,Barbati_45-64
52160,Cornereva,Barbati_45-64
52570,Dalboset,Barbati_45-64
52650,Doclin,Barbati_45-64
52696,Dognecea,Barbati_45-64
52721,Domasnea,Barbati_45-64
52758,Ezeris,Barbati_45-64
52785,Farliug,Barbati_45-64
52856,Forotic,Barbati_45-64
52909,Garnic,Barbati_45-64
52936,Glimboca,Femei_45-64
52954,Goruia,Barbati_45-64
52990,Gradinari,Barbati_45-64
53023,Iablanita,Barbati_45-64
53069,Lapusnicel,Femei_65_
53103,Lapusnicu Mare,Femei_65_
53130,Luncavita,Barbati_45-64
53167,Lupac,Barbati_45-64
53210,Marga,Barbati_45-64
53247,Maureni,Barbati_45-64
53274,Mehadia,Barbati_45-64
53327,Mehadica,Barbati_65_
53345,Naidas,Barbati_45-64
53372,Obreja,Barbati_45-64
53425,Paltinis,Barbati_45-64
53489,Coronini,Barbati_45-64
53513,Pojejena,Barbati_45-64
53577,Prigor,Barbati_45-64
53639,Ramna,Barbati_45-64
53675,Racasdia,Barbati_45-64
53700,Eftimie Murgu,Barbati_45-64
53728,Rusca Montana,Barbati_45-64
53755,Sacu,Barbati_45-64
53791,Sasca Montana,Barbati_45-64
53853,Sichevita,Barbati_45-64
54056,Slatina-Timis,Barbati_45-64
54109,Socol,Barbati_45-64
54163,Sopotu Nou,Barbati_45-64
54270,Teregova,Barbati_45-64
54305,Ticvaniu Mare,Barbati_45-64
54350,Tarnova,Barbati_45-64
54387,Toplet,Barbati_45-64
54412,Turnu Ruieni,Barbati_45-64
54485,Valiug,Barbati_45-64
54500,Varadia,Barbati_45-64
54537,Vermes,Barbati_45-64
54573,Vrani,Barbati_45-64
54617,Zavoi,Barbati_45-64
54699,Zorlentu Mare,Barbati_45-64
54975,Municipiul Cluj-Napoca,Femei_45-64
55008,Municipiul Dej,Barbati_45-64
55062,Cuzdrioara,Barbati_45-64
55106,Jichisu De Jos,Barbati_45-64
55160,Mica,Barbati_45-64
55259,Municipiul Turda,Barbati_45-64
55277,Mihai Viteazu,Barbati_45-64
55311,Sandulesti,Barbati_45-64
55357,Municipiul Campia Turzii,Barbati_45-64
55384,Municipiul Gherla,Barbati_45-64
55446,Oras Huedin,Femei_45-64
55473,Aghiresu,Barbati_45-64
55598,Aiton,Barbati_45-64
55623,Alunis,Barbati_45-64
55687,Apahida,Barbati_45-64
55776,Aschileu,Barbati_45-64
55838,Baciu,Barbati_45-64
55918,Baisoara,Barbati_45-64
56014,Belis,Barbati_45-64
56096,Bobalna,Barbati_45-64
56210,Bontida,Barbati_45-64
56265,Borsa,Barbati_45-64
56327,Buza,Barbati_45-64
56354,Caianu,Barbati_45-64
56425,Calarasi,Barbati_45-64
56461,Calatele,Barbati_45-64
56522,Camarasu,Barbati_45-64
56568,Capusu Mare,Barbati_45-64
56666,Caseiu,Barbati_45-64
56773,Catina,Barbati_45-64
56844,Ceanu Mare,Barbati_45-64
56988,Chinteni,Barbati_45-64
57083,Chiuiesti,Barbati_45-64
57163,Ciucea,Barbati_45-64
57225,Ciurila,Barbati_45-64
57314,Catcau,Barbati_45-64
57350,Cojocna,Barbati_45-64
57449,Cornesti,Barbati_45-64
57546,Dabaca,Barbati_45-64
57582,Feleacu,Barbati_45-64
57644,Fizesu Gherlii,Barbati_45-64
57706,Floresti,Barbati_35-44
57742,Frata,Barbati_45-64
57831,Geaca,Barbati_45-64
57902,Gilau,Barbati_45-64
57948,Garbau,Barbati_45-64
58008,Iara,Barbati_45-64
58142,Iclod,Barbati_45-64
58204,Izvoru Crisului,Femei_45-64
58259,Jucu,Barbati_45-64
58311,Luna,Barbati_45-64
58357,Maguri-Racatau,Barbati_45-64
58393,Manastireni,Barbati_45-64
58464,Margau,Barbati_45-64
58534,Marisel,Barbati_45-64
58552,Mintiu Gherlii,Barbati_45-64
58623,Mociu,Barbati_45-64
58721,Moldovenesti,Barbati_45-64
58794,Palatca,Barbati_45-64
58856,Panticeu,Barbati_45-64
58918,Petrestii De Jos,Barbati_45-64
58990,Ploscos,Barbati_45-64
59041,Poieni,Barbati_45-64
59130,Recea-Cristur,Barbati_45-64
59238,Risca,Femei_45-64
59283,Sacuieu,Barbati_45-64
59327,Savadisla,Barbati_45-64
59416,Sic,Barbati_45-64
59434,Sancraiu,Barbati_45-64
59498,Sanmartin,Femei_65_
59586,Sanpaul,Barbati_45-64
59657,Suatu,Barbati_45-64
59693,Tritenii De Jos,Barbati_45-64
59764,Tureni,Barbati_45-64
59826,Taga,Barbati_45-64
59880,Unguras,Barbati_45-64
59942,Vad,Femei_65_
60026,Valea Ierii,Barbati_45-64
60062,Viisoara,Barbati_45-64
60099,Vultureni,Barbati_45-64
60169,Negreni,Barbati_45-64
60419,Municipiul Constanta,Femei_45-64
60455,Oras Eforie,Femei_45-64
60482,Municipiul Mangalia,Femei_45-64
60507,Oras Navodari,Femei_45-64
60534,Oras Techirghiol,Femei_45-64
60570,Agigea,Barbati_45-64
60598,2020-08-23 00:00:00,Barbati_45-64
60632,Limanu,Barbati_45-64
60687,Oras Ovidiu,Barbati_45-64
60721,Tuzla,Barbati_45-64
60776,Oras Cernavoda,Barbati_45-64
60801,Oras Harsova,Femei_45-64
60847,Municipiul Medgidia,Femei_45-64
60883,Adamclisi,Barbati_45-64
60945,Albesti,Barbati_45-64
61005,Aliman,Barbati_45-64
61069,Oras Baneasa,Barbati_45-64
61121,Castelu,Barbati_45-64
61167,Cerchezu,Barbati_45-64
61210,Chirnogeni,Barbati_45-64
61256,Ciobanu,Barbati_45-64
61283,Ciocarlia,Barbati_45-64
61318,Cobadin,Barbati_45-64
61372,Cogealac,Barbati_45-64
61452,Comana,Barbati_45-64
61513,Corbu,Barbati_45-64
61559,Crucea,Barbati_45-64
61620,Cumpana,Barbati_45-64
61675,Deleni,Barbati_45-64
61737,Dobromir,Barbati_45-64
61808,Garliciu,Barbati_45-64
61826,Ghindaresti,Barbati_45-64
61871,Independenta,Barbati_45-64
61951,Ion Corvin,Barbati_45-64
62020,Istria,Barbati_45-64
62057,Lipnita,Barbati_45-64
62137,Mereni,Barbati_45-64
62191,Mihail Kogalniceanu,Barbati_45-64
62253,Mihai Viteazu,Barbati_45-64
62280,Mircea Voda,Barbati_45-64
62360,Oras Murfatlar,Barbati_45-64
62397,Oras Negru Voda,Barbati_45-64
62440,Nicolae Balcescu,Barbati_45-64
62486,Oltina,Barbati_45-64
62538,Ostrov,Barbati_45-64
62609,Pantelimon,Barbati_45-64
62672,Pecineaga,Barbati_45-64
62707,Pestera,Barbati_45-64
62761,Poarta Alba,Barbati_45-64
62798,Rasova,Barbati_45-64
62823,Saraiu,Barbati_45-64
62878,Sacele,Barbati_45-64
62903,Seimeni,Barbati_45-64
62949,Silistea,Barbati_45-64
62985,Targusor,Barbati_45-64
63045,Topalu,Femei_45-64
63072,Topraisar,Barbati_45-64
63125,Valu Lui Traian,Barbati_45-64
63152,Lumina,Barbati_45-64
63161,Dumbraveni,Barbati_45-64
63170,Vulturu,Barbati_45-64
63189,Tortoman,Barbati_45-64
63198,Amzacea,Barbati_45-64
63278,Horia,Barbati_45-64
63286,Costinesti,Barbati_45-64
63294,Baraganu,Femei_45-64
63300,Cuza Voda,Barbati_45-64
63318,Saligny,Barbati_45-64
63326,Gradina,Barbati_45-64
63334,Fantanele,Barbati_45-64
63394,Municipiul Sfantu Gheorghe,Femei_45-64
63447,Oras Baraolt,Femei_45-64
63526,Oras Covasna,Femei_45-64
63553,Comandau,Femei_45-64
63580,Oras Intorsura Buzaului,Barbati_45-64
63633,Barcani,Barbati_45-64
63688,Sita Buzaului,Barbati_45-64
63740,Municipiul Targu Secuiesc,Femei_45-64
63777,Aita Mare,Femei_45-64
63802,Batani,Barbati_45-64
63866,Belin,Barbati_45-64
63893,Bodoc,Barbati_45-64
63937,Borosneu Mare,Barbati_45-64
64005,Brates,Femei_45-64
64041,Bradut,Femei_45-64
64096,Bretcu,Barbati_45-64
64130,Catalina,Barbati_45-64
64194,Cernat,Femei_45-64
64238,Chichis,Barbati_45-64
64265,Dobarlau,Barbati_45-64
64318,Ghelinta,Barbati_45-64
64345,Ghidfalau,Barbati_45-64
64390,Haghig,Barbati_65_
64425,Ilieni,Barbati_45-64
64461,Lemnia,Femei_65_
64504,Malnas,Femei_45-64
64568,Moacsa,Barbati_45-64
64602,Ojdula,Femei_45-64
64639,Ozun,Barbati_45-64
64719,Poian,Barbati_45-64
64773,Reci,Femei_45-64
64826,Sanzieni,Femei_45-64
64871,Turia,Femei_45-64
64906,Valea Crisului,Femei_45-64
64942,Valcele,Barbati_45-64
64997,Varghis,Barbati_45-64
65011,Zagon,Barbati_45-64
65048,Zabala,Barbati_45-64
65099,Valea Mare,Barbati_45-64
65105,Mereni,Barbati_45-64
65113,Arcus,Barbati_45-64
65121,Bixad,Femei_45-64
65139,Micfalau,Femei_45-64
65147,Dalnic,Barbati_45-64
65154,Estelnic,Barbati_45-64
65342,Municipiul Targoviste,Femei_45-64
65379,Aninoasa,Barbati_45-64
65413,Doicesti,Barbati_45-64
65431,Razvad,Barbati_45-64
65477,Sotanga,Barbati_45-64
65501,Ulmi,Barbati_45-64
65609,Oras Fieni,Femei_45-64
65645,Motaieni,Barbati_45-64
65681,Oras Gaesti,Femei_45-64
65707,Gura Foii,Barbati_45-64
65752,Petresti,Barbati_45-64
65841,Municipiul Moreni,Femei_45-64
65869,Iedera,Barbati_45-64
65921,Oras Pucioasa,Femei_45-64
66009,Branesti,Femei_45-64
66081,Oras Titu,Barbati_45-64
66152,Branistea,Barbati_45-64
66198,Baleni,Barbati_45-64
66223,Barbuletu,Barbati_45-64
66330,Bezdead,Barbati_45-64
66401,Bilciuresti,Barbati_45-64
66438,Buciumeni,Femei_45-64
66474,Bucsani,Barbati_45-64
66526,Candesti,Barbati_45-64
66580,Cobia,Barbati_45-64
66697,Cojasca,Barbati_45-64
66731,Comisani,Barbati_45-64
66768,Contesti,Barbati_45-64
66857,Corbii Mari,Barbati_45-64
66955,Cornatelu,Barbati_45-64
67014,Cornesti,Barbati_45-64
67121,Costestii Din Vale,Barbati_45-64
67167,Crangurile,Barbati_45-64
67256,Darmanesti,Barbati_45-64
67292,Dobra,Barbati_45-64
67327,Dragodana,Barbati_45-64
67407,Dragomiresti,Barbati_45-64
67470,Finta,Barbati_45-64
67522,Glodeni,Barbati_45-64
67595,Gura Ocnitei,Barbati_45-64
67648,Gura Sutii,Barbati_45-64
67675,Hulubesti,Barbati_45-64
67737,I. L. Caragiale,Barbati_45-64
67773,Lucieni,Barbati_45-64
67835,Ludesti,Barbati_45-64
67906,Lunguletu,Barbati_45-64
67942,Malu Cu Flori,Barbati_45-64
68002,Manesti,Barbati_45-64
68048,Matasaru,Barbati_45-64
68128,Mogosani,Barbati_45-64
68182,Moroeni,Barbati_45-64
68253,Morteni,Barbati_45-64
68280,Nucet,Femei_45-64
68324,Ocnita,Barbati_45-64
68342,Odobesti,Barbati_45-64
68404,Pietrosita,Barbati_45-64
68431,Poiana,Barbati_45-64
68468,Potlogi,Barbati_45-64
68529,Produlesti,Barbati_45-64
68565,Pucheni,Barbati_45-64
68627,Oras Racari,Barbati_45-64
68716,Runcu,Barbati_45-64
68789,Salcioara,Barbati_45-64
68887,Selaru,Barbati_45-64
68921,Tatarani,Barbati_45-64
68976,Uliesti,Barbati_45-64
69063,Valea Lunga,Barbati_45-64
69170,Valea Mare,Barbati_45-64
69250,Vacaresti,Barbati_45-64
69303,Valeni-Dambovita,Barbati_45-64
69330,Visina,Barbati_45-64
69394,Visinesti,Barbati_45-64
69447,Varfuri,Barbati_45-64
69526,Voinesti,Barbati_45-64
69615,Vulcana-Bai,Femei_45-64
69900,Municipiul Craiova,Barbati_45-64
69964,Bucovat,Barbati_45-64
70094,Isalnita,Barbati_45-64
70110,Podari,Barbati_45-64
70174,Simnicu De Sus,Barbati_45-64
70316,Municipiul Bailesti,Barbati_45-64
70352,Municipiul Calafat,Barbati_45-64
70414,Oras Filiasi,Barbati_45-64
70502,Oras Segarcea,Barbati_45-64
70520,Afumati,Barbati_45-64
70566,Almaj,Barbati_45-64
70637,Amarastii De Jos,Femei_45-64
70673,Amarastii De Sus,Barbati_45-64
70726,Apele Vii,Barbati_45-64
70744,Argetoaia,Barbati_45-64
70879,Oras Bechet,Barbati_45-64
70897,Bistret,Barbati_45-64
70940,Barca,Barbati_45-64
70968,Botosesti-Paia,Femei_65_
70986,Brabova,Barbati_45-64
71055,Bradesti,Barbati_45-64
71126,Bralostita,Barbati_45-64
71199,Bratovoesti,Barbati_45-64
71260,Breasta,Barbati_45-64
71340,Bulzesti,Barbati_45-64
71457,Calopar,Barbati_45-64
71518,Caraula,Barbati_45-64
71536,Carpen,Barbati_45-64
71572,Castranova,Barbati_45-64
71607,Calarasi,Barbati_45-64
71634,Celaru,Barbati_45-64
71698,Cerat,Barbati_45-64
71723,Cernatesti,Barbati_45-64
71787,Cetate,Barbati_45-64
71812,Cioroiasi,Barbati_45-64
71858,Ciupercenii Noi,Barbati_45-64
71885,Cosoveni,Barbati_45-64
71910,Cotofenii Din Dos,Femei_45-64
71956,Daneti,Barbati_45-64
72007,Oras Dabuleni,Barbati_45-64
72034,Desa,Barbati_45-64
72052,Diosti,Barbati_45-64
72098,Dobresti,Barbati_45-64
72150,Dragotesti,Barbati_45-64
72221,Dranic,Barbati_45-64
72276,Farcas,Barbati_45-64
72383,Galicea Mare,Barbati_45-64
72409,Ghercesti,Barbati_45-64
72463,Gighera,Barbati_45-64
72506,Giubega,Barbati_45-64
72533,Giurgita,Barbati_45-64
72579,Gangiova,Barbati_45-64
72604,Gogosu,Femei_65_
72640,Goicea,Femei_65_
72677,Goiesti,Barbati_45-64
72819,Grecesti,Barbati_45-64
72882,Izvoare,Barbati_45-64
72926,Leu,Barbati_45-64
72953,Lipovu,Barbati_45-64
72980,Macesu De Jos,Barbati_45-64
73013,Macesu De Sus,Femei_65_
73031,Maglavit,Barbati_45-64
73068,Malu Mare,Barbati_45-64
73102,Melinesti,Barbati_45-64
73246,Mischii,Barbati_45-64
73317,Marsani,Barbati_45-64
73335,Motatei,Barbati_45-64
73371,Murgasi,Barbati_45-64
73460,Negoi,Barbati_45-64
73503,Orodel,Barbati_45-64
73567,Ostroveni,Barbati_45-64
73594,Perisor,Femei_45-64
73629,Pielesti,Barbati_45-64
73665,Piscu Vechi,Barbati_45-64
73709,Plenita,Barbati_45-64
73736,Poiana Mare,Barbati_45-64
73772,Predesti,Barbati_45-64
73852,Radovan,Barbati_45-64
73905,Rast,Barbati_45-64
73923,Robanesti,Barbati_45-64
73996,Sadova,Barbati_45-64
74028,Salcuta,Barbati_45-64
74073,Scaesti,Femei_45-64
74108,Seaca De Camp,Barbati_45-64
74135,Seaca De Padure,Femei_65_
74171,Secu,Barbati_45-64
74224,Silistea Crucii,Barbati_65_
74242,Sopot,Barbati_45-64
74322,Teasc,Barbati_45-64
74359,Terpezita,Barbati_45-64
74411,Teslui,Barbati_45-64
74509,Tuglui,Barbati_45-64
74536,Unirea,Barbati_45-64
74554,Urzicuta,Barbati_45-64
74581,Valea Stanciului,Barbati_45-64
74616,Vela,Barbati_45-64
74705,Verbita,Barbati_45-64
74732,Vartop,Barbati_45-64
74750,Varvoru De Jos,Barbati_45-64
74842,Catane,Femei_65_
74859,Carcea,Barbati_45-64
74867,Carna,Barbati_45-64
74875,Cotofenii Din Fata,Barbati_45-64
74883,Dobrotesti,Barbati_45-64
74891,Galiciuica,Barbati_45-64
74907,Ghidici,Femei_65_
74915,Ghindeni,Barbati_45-64
74923,Intorsura,Barbati_45-64
74931,Plesoi,Barbati_45-64
74949,Rojiste,Barbati_45-64
74956,Talpas,Barbati_45-64
75098,Municipiul Galati,Femei_45-64
75114,Sendreni,Barbati_45-64
75150,Vanatori,Barbati_45-64
75203,Municipiul Tecuci,Barbati_45-64
75221,Draganesti,Barbati_45-64
75258,Munteni,Barbati_45-64
75338,Oras Beresti,Barbati_45-64
75356,Beresti-Meria,Barbati_45-64
75472,Oras Targu Bujor,Barbati_45-64
75515,Barcea,Barbati_45-64
75542,Balabanesti,Barbati_45-64
75613,Balasesti,Barbati_45-64
75668,Baleni,Barbati_45-64
75686,Baneasa,Barbati_45-64
75711,Branistea,Barbati_45-64
75766,Brahasesti,Barbati_45-64
75819,Buciumeni,Barbati_45-64
75864,Cavadinesti,Barbati_45-64
75917,Certesti,Barbati_45-64
75953,Corod,Barbati_45-64
76004,Corni,Barbati_45-64
76040,Cosmesti,Barbati_45-64
76111,Costache Negri,Barbati_45-64
76139,Cuca,Barbati_45-64
76157,Cudalbi,Barbati_45-64
76175,Draguseni,Barbati_45-64
76255,Fartanesti,Barbati_45-64
76282,Foltesti,Barbati_45-64
76317,Frumusita,Barbati_45-64
76353,Fundeni,Barbati_45-64
76406,Ghidigeni,Barbati_45-64
76497,Gohor,Barbati_45-64
76558,Grivita,Barbati_45-64
76585,Independenta,Barbati_45-64
76601,Ivesti,Barbati_45-64
76638,Jorasti,Barbati_45-64
76674,Liesti,Barbati_45-64
76692,Matca,Barbati_45-64
76718,Mastacani,Barbati_45-64
76745,Movileni,Barbati_45-64
76763,Namoloasa,Barbati_45-64
76807,Nicoresti,Barbati_45-64
76932,Oancea,Barbati_45-64
76969,Pechea,Barbati_45-64
76996,Piscu,Barbati_45-64
77028,Priponesti,Barbati_45-64
77082,Rediu,Femei_65_
77126,Scanteiesti,Barbati_45-64
77153,Schela,Barbati_45-64
77180,Slobozia Conachi,Barbati_45-64
77224,Smardan,Barbati_45-64
77260,Smulti,Barbati_45-64
77288,Suceveni,Barbati_45-64
77313,Tudor Vladimirescu,Barbati_45-64
77331,Tulucesti,Barbati_45-64
77377,Tepu,Barbati_45-64
77402,Umbraresti,Barbati_45-64
77475,Valea Marului,Barbati_45-64
77509,Varlezi,Barbati_45-64
77536,Vladesti,Barbati_45-64
77561,Radesti,Barbati_45-64
77579,Negrilesti,Barbati_45-64
77587,Poiana,Barbati_45-64
77595,Cuza Voda,Barbati_45-64
77601,Suhurlui,Barbati_45-64
77812,Municipiul Targu Jiu,Barbati_45-64
77910,Balesti,Barbati_45-64
78016,Dragutesti,Barbati_45-64
