Siruta,Localitate,Judet,Populatie
140501,Chiesd,sj,2602
140547,Cizer,sj,2236
140583,Coseiu,sj,1178
140627,Crasna,sj,6722
140672,Creaca,sj,2783
140770,Cristolt,sj,1254
140823,Criseni,sj,3053
140869,Cuzaplac,sj,1713
140958,Dobrin,sj,1677
141027,Dragu,sj,1354
141081,Fildu De Jos,sj,1372
141134,Galgau,sj,2426
141232,Garbou,sj,2163
141312,Halmasd,sj,2427
141376,Hereclean,sj,3809
141447,Hida,sj,2736
141535,Horoatu Crasnei,sj,2601
141580,Ileanda,sj,2432
141722,Ip,sj,3783
141786,Letca,sj,1811
141884,Lozna,sj,967
141946,Marca,sj,2718
142006,Maeriste,sj,2980
142079,Mesesenii De Jos,sj,3120
142122,Mirsid,sj,2407
142177,Napradea,sj,2765
142239,Nusfalau,sj,3925
142284,Pericei,sj,3872
142337,Plopis,sj,2591
142373,Poiana Blenchii,sj,1229
142426,Romanasi,sj,3133
142499,Rus,sj,1084
142550,Salatig,sj,2741
142612,Sag,sj,3331
142676,Sanmihaiu Almasului,sj,1684
142710,Somes-Odorhei,sj,2777
142774,Surduc,sj,3732
142854,Samsud,sj,1834
142881,Sarmasag,sj,6666
142952,Valcau De Jos,sj,3238
143021,Varsolt,sj,2301
143067,Zalha,sj,909
143147,Zimbor,sj,1004
143450,Municipiul Sibiu,sb,169880
143487,Cristian,sb,4193
143502,Poplaca,sb,1815
143520,Rasinari,sb,5753
143557,Selimbar,sb,9253
143619,Municipiul Medias,sb,58607
143646,Tarnava,sb,3366
143682,Oras Agnita,sb,12078
143735,Oras Cisnadie,sb,19335
143771,Oras Copsa Mica,sb,6067
143806,Oras Dumbraveni,sb,8685
143851,Oras Ocna Sibiului,sb,4332
143888,Altina,sb,1850
143922,Apoldu De Jos,sb,1322
143959,Arpasu De Jos,sb,2842
143995,Atel,sb,1703
144054,Oras Avrig,sb,15674
144116,Axente Sever,sb,4313
144152,Bazna,sb,4240
144198,Biertan,sb,3096
144232,Barghis,sb,2238
144303,Blajel,sb,2427
144349,Brateiu,sb,4031
144376,Bradeni,sb,1638
144410,Bruiu,sb,927
144456,Chirpar,sb,1909
144508,Carta,sb,1160
144535,Cartisoara,sb,1328
144553,Darlos,sb,3566
144599,Gura Raului,sb,3734
144615,Hoghilag,sb,2429
144651,Iacobeni,sb,3351
144713,Jina,sb,3992
144731,Laslea,sb,4183
144795,Loamnes,sb,2920
144866,Ludos,sb,746
144893,Marpod,sb,929
144928,Oras Miercurea Sibiului,sb,4814
144964,Merghindeal,sb,1581
144991,Micasasa,sb,2243
145042,Mihaileni,sb,1111
145104,Mosna,sb,3708
145140,Nocrich,sb,3336
145202,Orlat,sb,3334
145220,Pauca,sb,2094
145275,Poiana Sibiului,sb,2249
145293,Porumbacu De Jos,sb,3250
145355,Racovita,sb,2958
145382,Rau Sadului,sb,611
145408,Rosia,sb,5771
145471,Sadu,sb,2548
145499,Oras Saliste,sb,5939
145603,Slimnic,sb,3924
145667,Seica Mare,sb,4760
145738,Seica Mica,sb,1853
145765,Sura Mare,sb,4565
145792,Sura Mica,sb,3048
145827,Oras Talmaciu,sb,8170
145907,Tilisca,sb,1509
145934,Turnu Rosu,sb,2423
145961,Valea Viilor,sb,2254
145998,Vurpar,sb,2885
146012,Alma,sb,1982
146021,Boita,sb,1681
146263,Municipiul Suceava,sv,116666
146281,Ipotesti,sv,7242
146325,Mitocu Dragomirnei,sv,5145
146370,Oras Salcea,sv,10489
146432,Scheia,sv,10958
146502,Municipiul Campulung Moldovenesc,sv,20158
146539,Municipiul Falticeni,sv,31612
146584,Oras Gura Humorului,sv,17074
146628,Municipiul Radauti,sv,33227
146655,Oras Siret,sv,9732
146708,Oras Solca,sv,2630
146744,Municipiul Vatra Dornei,sv,17186
146799,Adancata,sv,4355
146860,Arbore,sv,7555
146904,Baia,sv,7485
146931,Oras Milisauti,sv,5466
146995,Balcauti,sv,3169
147036,Bilca,sv,3889
147054,Bogdanesti,sv,4159
147072,Boroaia,sv,4794
147134,Bosanci,sv,7795
147161,Botosana,sv,2622
147205,Breaza,sv,1607
147241,Brodina,sv,3984
147358,Oras Brosteni,sv,6509
147465,Bunesti,sv,2769
147526,Cacica,sv,4394
147580,Calafindesti,sv,2982
147633,Oras Cajvana,sv,9471
147660,Ilisesti,sv,2907
147713,Carlibaba,sv,1935
147786,Cornu Luncii,sv,7389
147884,Crucea,sv,2101
147937,Darmanesti,sv,5897
148006,Oras Dolhasca,sv,11465
148097,Dolhesti,sv,3837
148131,Dorna-Arini,sv,2913
148202,Dorna Candrenilor,sv,3071
148293,Dornesti,sv,4840
148328,Dragoiesti,sv,2597
148382,Draguseni,sv,2628
148426,Dumbraveni,sv,9658
148453,Fantanele,sv,4769
148514,Forasti,sv,4702
148612,Oras Frasin,sv,6635
148667,Fratautii Noi,sv,5885
148694,Fratautii Vechi,sv,5322
148729,Frumosu,sv,3496
148765,Fundu Moldovei,sv,4050
148872,Galanesti,sv,2851
148916,Gramesti,sv,2992
148970,Granicesti,sv,5643
149049,Horodniceni,sv,3686
149101,Horodnic De Jos,sv,2458
149138,Iacobeni,sv,2153
149183,Izvoarele Sucevei,sv,2235
149227,Oras Liteni,sv,10359
149290,Marginea,sv,11061
149316,Malini,sv,7842
149370,Manastirea Humorului,sv,3732
149414,Moara,sv,5546
149502,Moldova-Sulita,sv,2075
149539,Moldovita,sv,5261
149584,Musenita,sv,1892
149655,Ostra,sv,3176
149682,Panaci,sv,2294
149753,Paltinoasa,sv,6019
149780,Partestii De Jos,sv,2797
149833,Patrauti,sv,5381
149851,Poiana Stampei,sv,2307
149931,Pojorata,sv,3007
149968,Preutesti,sv,7113
150043,Putna,sv,3891
150070,Radaseni,sv,4229
150114,Rasca,sv,5168
150178,Sadova,sv,2508
150196,Satu Mare,sv,4614
150221,Siminicea,sv,2975
150258,Slatina,sv,5601
150294,Straja,sv,5914
150310,Stroiesti,sv,3356
150356,Stulpicani,sv,6096
150418,Sucevita,sv,3173
150445,Saru Dornei,sv,4240
150524,Todiresti,sv,5370
150588,Udesti,sv,7970
150702,Ulma,sv,2282
150766,Vadu Moldovei,sv,4564
150891,Valea Moldovei,sv,4458
150935,Vama,sv,6189
150980,Vatra Moldovitei,sv,4461
151022,Veresti,sv,7428
151077,Vicovu De Jos,sv,6522
151095,Oras Vicovu De Sus,sv,16176
151120,Volovat,sv,5711
151157,Vulturesti,sv,3597
151246,Zamostea,sv,3111
151344,Zvoristea,sv,6130
151433,Comanesti,sv,2377
151442,Iaslovat,sv,4420
151451,Ciocanesti,sv,1448
151460,Serbauti,sv,3272
151479,Horodnic De Sus,sv,5247
151488,Fantana Mare,sv,2609
151497,Cosna,sv,1502
151503,Capu Campului,sv,2489
151512,Hantesti,sv,3967
151521,Burla,sv,2359
151530,Balaceana,sv,1542
151549,Hartop,sv,2609
151558,Voitinel,sv,4927
151567,Ciprian Porumbescu,sv,2168
151576,Berchisesti,sv,2951
151585,Poieni-Solca,sv,2132
151683,Municipiul Turnu Magurele,tr,30014
151709,Ciuperceni,tr,1550
151736,Islaz,tr,5296
151763,Lita,tr,2613
151790,Municipiul Alexandria,tr,52135
151816,Nanov,tr,3576
151834,Poroschia,tr,4538
151870,Municipiul Rosiori De Vede,tr,32637
151905,Oras Videle,tr,11765
151932,Crevenicu,tr,1469
151978,Oras Zimnicea,tr,15445
151996,Balaci,tr,1699
152038,Babaita,tr,2962
152083,Blejesti,tr,3842
152127,Bogdana,tr,2215
152172,Botoroaga,tr,5101
152234,Bragadiru,tr,3849
152252,Branceni,tr,2775
152270,Bujoreni,tr,1014
152314,Bujoru,tr,1954
152332,Buzescu,tr,4398
152350,Calinesti,tr,3151
152412,Calmatuiu,tr,1892
152467,Calmatuiu De Sus,tr,2183
152500,Cervenia,tr,2939
152528,Ciolanesti,tr,2732
152564,Contesti,tr,3217
152582,Cosmesti,tr,2590
152617,Crangeni,tr,2808
152662,Crangu,tr,1458
152724,Didesti,tr,1213
152760,Dobrotesti,tr,4444
152797,Dracsenei,tr,1774
152868,Draganesti De Vede,tr,2131
152902,Draganesti-Vlasca,tr,4174
152948,Furculesti,tr,3396
152993,Frumoasa,tr,1996
153026,Galateni,tr,2704
153062,Gratia,tr,2673
153106,Izvoarele,tr,2441
153124,Lisa,tr,2273
153151,Lunca,tr,3474
153204,Mavrodin,tr,2441
153240,Magura,tr,2686
153277,Maldaeni,tr,4219
153295,Mereni,tr,2859
153339,Marzanesti,tr,3708
153384,Mosteni,tr,1486
153400,Nasturelu,tr,2654
153437,Necsesti,tr,1113
153473,Olteni,tr,3171
153507,Orbeasca,tr,7504
153543,Peretu,tr,7126
153561,Piatra,tr,3127
153589,Pietrosani,tr,2777
153605,Plosca,tr,5746
153623,Plopii-Slavitesti,tr,2488
153696,Poeni,tr,2947
153776,Vitanesti,tr,2804
153829,Putineiu,tr,2091
153865,Radoiesti,tr,2042
153909,Rasmiresti,tr,843
153936,Salcia,tr,2669
153972,Saceni,tr,1234
154013,Scrioastea,tr,3879
154068,Scurtu Mare,tr,1655
154139,Seaca,tr,2383
154166,Sfintesti,tr,1164
154184,Segarcea-Vale,tr,3044
154228,Silistea,tr,2335
154282,Silistea-Gumesti,tr,2487
154308,Sarbeni,tr,1422
154344,Slobozia Mandra,tr,1673
154380,Smardioasa,tr,2427
154415,Stejaru,tr,1792
154460,Suhaia,tr,2224
154497,Storobaneasa,tr,3147
154521,Talpa,tr,1870
154585,Tatarastii De Jos,tr,3461
154665,Tatarastii De Sus,tr,3042
154709,Toporu,gr,1924
154736,Traian,tr,1824
154754,Trivalea-Mosteni,tr,2662
154790,Troianul,tr,2886
154834,Tiganesti,tr,5011
154852,Vedea,tr,2904
154914,Viisoara,tr,1692
154932,Vartoape,tr,2752
154978,Zambreasca,tr,1410
154996,Nenciulesti,tr,2370
155083,Beciu,tr,1630
155092,Beuca,tr,1324
155109,Dracea,tr,1623
155118,Fantanele,tr,1578
155127,Frasinet,tr,2444
155136,Purani,tr,1473
155145,Saelele,tr,2264
155154,Uda-Clocociov,tr,1573
155243,Municipiul Timisoara,tm,333210
155261,Dumbravita,tm,8383
155289,Ghiroda,tm,6692
155314,Giroc,tm,11148
155350,Municipiul Lugoj,tm,47737
155403,Oras Buzias,tm,8372
155458,Oras Deta,tm,7642
155494,Oras Jimbolia,tm,13622
155528,Oras Sannicolau Mare,tm,14697
155546,Balint,tm,1601
155591,Banloc,tm,3064
155662,Bara,tm,323
155724,Beba Veche,tm,1593
155760,Becicherecu Mic,tm,3166
155797,Belint,tm,2599
155840,Bethausen,tm,2803
155911,Biled,tm,4049
155957,Barna,tm,1567
156035,Bogda,tm,466
156106,Boldur,tm,2322
156151,Brestovat,tm,696
156213,Carpinis,tm,5658
156259,Cenad,tm,4861
156277,Cenei,tm,3097
156311,Cheveresu Mare,tm,2245
156357,Oras Ciacova,tm,5373
156437,Comlosu Mare,tm,5464
156473,Costeiu,tm,3862
156534,Criciova,tm,1608
156589,Curtea,tm,1260
156623,Darova,tm,3346
156669,Denta,tm,3161
156712,Dudestii Vechi,tm,4420
156767,Dumbrava,tm,2779
156801,Oras Faget,tm,7583
156927,Fardea,tm,1743
157004,Foeni,tm,1802
157031,Gavojdia,tm,2954
157086,Oras Gataia,tm,6496
157193,Ghizela,tm,1179
157246,Giarmata,tm,7222
157273,Giera,tm,1459
157317,Giulvaz,tm,3217
157362,Jamu Mare,tm,3082
157424,Jebel,tm,3595
157451,Lenauheim,tm,6382
157497,Liebling,tm,4075
157530,Lovrin,tm,4230
157585,Margina,tm,2285
157683,Masloc,tm,2476
157736,Manastiur,tm,1731
157781,Moravita,tm,2709
157834,Mosnita Noua,tm,7518
157898,Nadrag,tm,2923
157923,Nitchidorf,tm,1679
157969,Ohaba Lunga,tm,1018
158010,Ortisoara,tm,4593
158065,Peciu Nou,tm,5515
158109,Periam,tm,5051
158136,Pietroasa,tm,1064
158181,Pischia,tm,3132
158243,Racovita,tm,2896
158314,Oras Recas,tm,9524
158396,Remetea Mare,tm,2573
158449,Sacosu Turcesc,tm,3153
158528,Satchinez,tm,5029
158564,Sacalaz,tm,8665
158608,Secas,tm,376
158653,Sanandrei,tm,6843
158699,Sanmihaiu Roman,tm,7134
158733,Sanpetru Mare,tm,3583
158779,Sag,tm,3382
158804,Stiuca,tm,2125
158859,Teremia Mare,tm,4835
158895,Tomesti,tm,2090
158966,Topolovatu Mare,tm,2537
159035,Tormac,tm,2832
159071,Traian Vuia,tm,2146
159142,Uivar,tm,3050
159213,Varias,tm,6376
159259,Victor Vlad Delamarina,tm,2841
159339,Voiteg,tm,2391
159366,Birda,tm,2065
159375,Checea,tm,2131
159384,Dudestii Noi,tm,3304
159393,Fibis,tm,1659
159400,Ghilad,tm,2049
159419,Gottlob,tm,2647
159428,Iecea Mare,tm,2693
159437,Parta,tm,2327
159446,Padureni,tm,1733
159455,Saravale,tm,2952
159464,Sandra,tm,3093
159473,Tomnatic,tm,3786
159482,Valcani,tm,1393
159491,Livezile,tm,1753
159507,Pesac,tm,2289
159516,Bucovat,tm,1719
159525,Otelec,tm,1854
159614,Municipiul Tulcea,tl,89747
159650,Oras Babadag,tl,10656
159687,Oras Isaccea,tl,5321
159730,Oras Macin,tl,11100
159767,Oras Sulina,tl,4106
159785,Baia,tl,4571
159847,Beidaud,tl,1656
159883,C.a. Rosetti,tl,866
159945,Carcaliu,tl,3017
159963,Casimcea,tl,3014
160047,Ceatalchioi,tl,690
160092,Ceamurlia De Jos,tl,2507
160127,Cerna,tl,3855
160172,Chilia Veche,tl,2129
160225,Ciucurova,tl,2243
160261,Crisan,tl,1234
160305,Daeni,tl,2064
160323,Dorobantu,tl,1516
160387,Frecatei,tl,3647
160430,Greci,tl,5293
160458,Grindu,tl,1410
160476,Hamcearca,tl,1347
160528,Horia,tl,1458
160564,Izvoarele,tl,2135
160617,Jijila,tl,5649
160644,Jurilovca,tl,4626
160680,Luncavita,tl,4321
160724,Mahmudia,tl,2749
160779,Maliuc,tl,952
160831,Mihai Bravu,tl,2696
160877,Mihail Kogalniceanu,tl,3287
160911,Murighiol,tl,3530
160993,Nalbant,tl,2845
161035,Niculitel,tl,4850
161053,Nufaru,tl,2680
161106,Ostrov,tl,2102
161133,Pardina,tl,583
161151,Peceneaga,tl,1793
161179,Sarichioi,tl,6853
161231,Sfantu Gheorghe,tl,836
161259,Slava Cercheza,tl,2381
161286,Smardan,tl,1153
161302,Somova,tl,4893
161348,Stejaru,tl,1582
161384,Topolog,tl,4693
161464,Turcoaia,tl,3473
161482,Valea Nucarilor,tl,3519
161525,I.c.bratianu,tl,1196
161543,Vacareni,tl,2220
161552,Bestepe,tl,1827
161561,Valea Teilor,tl,1521
161794,Municipiul Barlad,vs,72926
161829,Municipiul Husi,vs,30516
161856,Oras Negresti,vs,10469
161945,Municipiul Vaslui,vs,98159
162014,Albesti,vs,3086
162069,Alexandru Vlahuta,vs,1593
162149,Arsura,vs,1634
162194,Banca,vs,5842
162327,Bacani,vs,3094
162381,Bacesti,vs,4813
162452,Balteni,vs,1550
162498,Berezeni,vs,5147
162559,Blagesti,vs,1420
162595,Bogdana,vs,1621
162693,Bogdanesti,vs,3338
162791,Bogdanita,vs,1575
162871,Botesti,vs,2096
162924,Bunesti-Averesti,vs,2657
163002,Codaesti,vs,4548
163057,Coroiesti,vs,2142
163137,Costesti,vs,2942
163208,Cretesti,vs,1791
163253,Danesti,vs,2226
163324,Deleni,vs,2372
163379,Delesti,vs,2352
163486,Dragomiresti,vs,5161
163618,Dranceni,vs,4762
163681,Duda-Epureni,vs,4642
163734,Dumesti,vs,3845
163789,Epureni,vs,3049
163832,Falciu,vs,5714
163903,Gagesti,vs,2006
163967,Gherghesti,vs,2808
164062,Garceni,vs,2573
164133,Grivita,vs,3680
164197,Hoceni,vs,2839
164277,Dimitrie Cantemir,vs,2623
164339,Iana,vs,4264
164393,Ivanesti,vs,4470
164543,Ivesti,vs,2777
164598,Laza,vs,3350
164687,Lipovat,vs,4215
164749,Lunca Banului,vs,3738
164829,Malusteni,vs,2350
164892,Miclesti,vs,2780
164936,Muntenii De Jos,vs,4273
164981,Oras Murgeni,vs,8297
165069,Oltenesti,vs,2713
165130,Osesti,vs,3444
165185,Padureni,vs,4071
165274,Perieni,vs,3749
165336,Poienesti,vs,2935
165416,Pogana,vs,3339
165470,Puiesti,vs,4966
165611,Pungesti,vs,3374
165719,Rebricea,vs,3760
165817,Rosiesti,vs,3269
165899,Solesti,vs,3837
165979,Stanilesti,vs,5578
166057,Stefan Cel Mare,vs,3505
166137,Suletea,vs,2379
166182,Tanacu,vs,2078
166235,Tacuta,vs,3375
166315,Tatarani,vs,2230
166413,Todiresti,vs,3357
166529,Tutova,vs,3889
166636,Valeni,vs,5059
166672,Vetrisoaia,vs,3193
166707,Viisoara,vs,1817
166770,Vinderei,vs,4178
166869,Voinesti,vs,4061
166985,Vulturesti,vs,2220
167035,Vutcani,vs,2006
167071,Zapodeni,vs,3829
167179,Zorleni,vs,9884
167222,Ibanesti,vs,1590
167231,Fruntiseni,vs,1894
167240,Rafaila,vs,2075
167259,Pogonesti,vs,1746
167268,Ciocani,vs,1710
167277,Cozmesti,vs,2374
167286,Dodesti,vs,1796
167295,Feresti,vs,2174
167302,Muntenii De Sus,vs,4297
167311,Pochidia,vs,1721
167320,Puscasi,vs,3675
167473,Municipiul Ramnicu Valcea,vl,118832
167641,Oras Baile Govora,vl,2868
167696,Oras Baile Olanesti,vl,4563
167794,Oras Brezoi,vl,7214
167909,Oras Calimanesti,vl,8857
167981,Municipiul Dragasani,vl,20986
168041,Oras Horezu,vl,7021
168130,Oras Ocnele Mari,vl,3498
168229,Alunu,vl,4409
168309,Amarasti,vl,1812
168372,Oras Babeni,vl,9398
168452,Oras Balcesti,vl,5202
168559,Barbatesti,vl,3382
168602,Oras Berbesti,vl,5570
168675,Berislavesti,vl,2769
168755,Boisoara,vl,1313
168791,Budesti,vl,5964
168880,Bujoreni,vl,4902
168960,Bunesti,vl,2810
169039,Cernisoara,vl,3689
169119,Caineni,vl,2514
169182,Copaceni,vl,2776
169253,Costesti,vl,3236
169306,Creteni,vl,2223
169351,Daesti,vl,3060
169404,Danicei,vl,2046
169547,Dragoesti,vl,2008
169583,Fauresti,vl,1463
169681,Fartatesti,vl,3873
169896,Francesti,vl,5350
169994,Galicea,vl,3843
170097,Ghioroiu,vl,1558
170168,Glavile,vl,1967
170220,Golesti,vl,2575
170346,Gradistea,vl,2670
170444,Gusoeni,vl,1470
170514,Ionesti,vl,4203
170612,Lalosu,vl,2486
170685,Ladesti,vl,1768
170792,Lapusata,vl,2090
170872,Livezi,vl,2322
170952,Lungesti,vl,3152
171021,Malaia,vl,1823
171067,Mateesti,vl,3178
171101,Maciuca,vl,1757
171209,Madulari,vl,1442
171272,Maldaresti,vl,1991
171325,Mihaesti,vl,6758
171469,Milcoiu,vl,1228
171539,Muereasca,vl,2630
171628,Nicolae Balcescu,vl,3392
171806,Olanu,vl,2978
171879,Orlesti,vl,2884
171931,Otesani,vl,2700
171995,Pausesti,vl,2611
172082,Pausesti-Maglasi,vl,4013
172153,Perisani,vl,2270
172279,Pesceana,vl,1641
172340,Pietrari,vl,2954
172377,Popesti,vl,3039
172457,Prundeni,vl,4130
172509,Racovita,vl,1802
172581,Roesti,vl,2143
172698,Rosiile,vl,2521
172812,Runcu,vl,935
172894,Salatrucel,vl,2149
172947,Scundu,vl,1984
172992,Sinesti,vl,2485
173061,Slatioara,vl,3378
173132,Stanesti,vl,1204
173230,Stoenesti,vl,3479
173374,Stoilesti,vl,3821
173533,Stroesti,vl,2761
173597,Sutesti,vl,2171
173686,Sirineasa,vl,2360
173748,Stefanesti,vl,3266
173793,Susani,vl,3222
173855,Tetoiu,vl,2464
173935,Tomsani,vl,3733
174021,Vaideeni,vl,3988
174085,Valea Mare,vl,2616
174156,Vladesti,vl,3123
174218,Voicesti,vl,1576
174254,Voineasa,vl,1566
174290,Zatreni,vl,2326
174496,Titesti,vl,804
174502,Diculesti,vl,1943
174511,Lacusteni,vl,1416
174520,Mitrofani,vl,944
174744,Municipiul Focsani,vn,94474
174780,Campineanca,vn,4011
174824,Golesti,vn,4530
174860,Municipiul Adjud,vn,20547
174922,Oras Marasesti,vn,13441
175019,Oras Odobesti,vn,9649
175055,Oras Panciu,vn,9295
175126,Andreiasu De Jos,vn,1911
175206,Balesti,vn,2004
175224,Barsesti,vn,1435
175260,Boghesti,vn,1597
175368,Bolotesti,vn,4844
175439,Bordesti,vn,1773
175466,Brosteni,vn,2271
175509,Chiojdeni,vn,2504
175590,Ciorasti,vn,3043
175670,Campuri,vn,3828
175732,Carligele,vn,2961
175787,Corbita,vn,1824
175885,Cotesti,vn,4868
175938,Dumbraveni,vn,4468
175983,Dumitresti,vn,4667
176150,Fitionesti,vn,2711
176212,Garoafa,vn,4778
176301,Gugesti,vn,6733
176338,Gura Calitei,vn,2724
176445,Homocea,vn,7770
176506,Jaristea,vn,4231
176551,Jitia,vn,1647
176613,Maicanesti,vn,4697
176686,Mera,vn,4165
176748,Milcovul,vn,3613
176793,Movilita,vn,3873
176855,Nanesti,vn,2421
176891,Naruja,vn,1937
176944,Nereju,vn,4619
177003,Nistoresti,vn,2276
177101,Paltin,vn,2065
177236,Paunesti,vn,6776
177263,Poiana Cristei,vn,2773
177352,Pufesti,vn,4310
177405,Racoasa,vn,3289
177469,Reghiu,vn,2354
177557,Ruginesti,vn,4296
177600,Sihlea,vn,5335
177655,Slobozia Bradului,vn,7949
177726,Slobozia Ciorasti,vn,2062
177762,Soveja,vn,2258
177799,Straoane,vn,3670
177842,Suraia,vn,6124
177879,Tanasoaia,vn,2164
177986,Tataranu,vn,4605
178046,Tamboesti,vn,3288
178117,Tulnici,vn,4173
178180,Tifesti,vn,5164
178279,Urechesti,vn,2748
178313,Valea Sarii,vn,1983
178377,Vidra,vn,7380
178475,Vintileasca,vn,2075
178545,Vizantea-Livezi,vn,4123
178607,Vanatori,vn,6571
178689,Vartescoiu,vn,3539
178750,Vrancioaia,vn,2809
178821,Vulturu,vn,8675
178885,Negrilesti,vn,1678
178894,Ploscuteni,vn,3215
178901,Popesti,vn,3033
178910,Paulesti,vn,1974
178929,Biliesti,vn,2501
178938,Gologanu,vn,3085
178947,Obrejita,vn,1600
178956,Rastoaca,vn,2455
178965,Spulber,vn,1347
179132,Municipiul Bucuresti,b,2107399
179221,Oras Bragadiru,if,17193
179249,Chiajna,if,17116
179285,Oras Chitila,if,15031
179310,Dobroesti,if,8886
179347,Glina,if,8082
179383,Jilava,if,10397
179409,Oras Magurele,if,10365
179463,Mogosoaia,if,7800
179481,Oras Otopeni,if,15061
179515,Oras Pantelimon,if,26859
179533,Oras Popesti Leordeni,if,27879
179551,Oras Voluntari,if,40533
179588,Copaceni,if,2674
179604,Poienile Izei,mm,884
179613,Sieu,mm,2370
179622,Grosii Tiblesului,mm,2107
179631,Treznea,sj,1035
179640,Vulcana-Pandele,db,5121
179659,Negrilesti,bn,2471
179677,Camin,sm,1404
179686,Dumitrita,bn,3262
179695,Simisna,sj,1211
179702,Traian,il,3247
179711,Vladeni,db,2891
179720,Poiana Ilvei,bn,1567
179739,Malu,gr,2198
179748,Cosoba,gr,2648
179757,Herasti,gr,2004
179766,Isvoarele,gr,1545
179775,Sabareni,gr,2586
179784,Boranesti,il,2428
179793,Buesti,il,1043
179800,Maia,il,1651
179819,Ograda,il,2904
179828,Rosiori,il,2000
179837,Coas,mm,1412
179846,Coltau,mm,2763
179855,Gardani,mm,1325
179864,Oncesti,mm,1520
179873,Agris,sm,2131
179882,Ciumesti,sm,1362
179891,Raciu,db,3273
179908,Pietrari,db,2417
179917,Rau Alb,db,1409
179926,Rascaeti,db,2259
179935,Persinari,db,2826
179944,Runcu Salvei,bn,1343
179953,Ciceu- Mihaiesti,bn,1205
179962,Galbinasi,cl,3662
179971,Colelia,il,1157
179980,Marculesti,il,1597
179999,Moldoveni,il,1109
180000,Platonesti,il,1932
180019,Sarateni,il,1255
180028,Porumbesti,sm,2654
180037,Boghis,sj,1923
180046,Gura Ialomitei,il,2623
180055,Crivat,cl,2057
180064,Barbulesti,il,7026
180091,Racsa,sm,2983
